FID,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,couleur
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dbd,16-01-2018 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dbe,16-01-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dbf,16-01-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc0,16-01-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc1,16-01-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc2,16-01-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc3,16-01-2019 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,4,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc4,16-01-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc5,16-01-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc6,16-01-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc7,16-01-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,3,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc8,16-02-2018 00:00:00,6,Médiocre,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dc9,16-02-2018 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,4,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dca,16-02-2018 00:00:00,7,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,5,0,3,7,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dcb,16-02-2018 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,3,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dcc,16-02-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,3,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dcd,16-02-2018 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,4,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dce,16-02-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dcf,16-02-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,4,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd0,16-02-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,3,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd1,16-02-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,3,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd2,16-02-2019 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,3,0,4,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd3,16-02-2019 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,3,0,4,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd4,16-03-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd5,16-03-2018 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd6,16-03-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd7,16-03-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd8,16-03-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dd9,16-03-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dda,16-03-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6ddb,16-03-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,4,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6ddc,16-03-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,4,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6ddd,16-03-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,5,0,3,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dde,16-03-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6ddf,16-03-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de0,16-04-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de1,16-04-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,4,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de2,16-04-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de3,16-04-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de4,16-04-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,3,0,4,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de5,16-04-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de6,16-04-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de7,16-04-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de8,16-04-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6de9,16-04-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dea,16-04-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,2,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6deb,16-04-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dec,16-05-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6ded,16-05-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dee,16-05-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6def,16-05-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df0,16-05-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df1,16-05-2018 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,1,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df2,16-05-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df3,16-05-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df4,16-05-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df5,16-05-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df6,16-05-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df7,16-05-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df8,16-06-2018 00:00:00,6,Médiocre,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,6,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6df9,16-06-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,4,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dfa,16-06-2018 00:00:00,7,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,2,0,7,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dfb,16-06-2018 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,3,0,6,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dfc,16-06-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,3,0,6,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dfd,16-06-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dfe,16-06-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6dff,16-06-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e00,16-06-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e01,16-06-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e02,16-06-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e03,16-06-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e04,16-07-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e05,16-07-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e06,16-07-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,4,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e07,16-07-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,4,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e08,16-07-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,4,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e09,16-07-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,4,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e0a,16-07-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e0b,16-07-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e0c,16-07-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e0d,16-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,2,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e0e,16-07-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e0f,16-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,1,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e10,16-08-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e11,16-08-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,4,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e12,16-08-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e13,16-08-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,3,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e14,16-08-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e15,16-08-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e16,16-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e17,16-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e18,16-08-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e19,16-08-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e1a,16-08-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e1b,16-08-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e1c,16-09-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e1d,16-09-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e1e,16-09-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e1f,16-09-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e20,16-09-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e21,16-09-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e22,16-09-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e23,16-09-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,4,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e24,16-09-2019 00:00:00,7,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,4,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e25,16-09-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,4,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e26,16-09-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,4,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e27,16-09-2019 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,3,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e28,16-10-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e29,16-10-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,4,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e2a,16-10-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e2b,16-10-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e2c,16-10-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e2d,16-10-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,5,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e2e,16-10-2019 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e2f,16-10-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e30,16-10-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e31,16-10-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e32,16-10-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e33,16-10-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e34,16-11-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e35,16-11-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,2,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e36,16-11-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e37,16-11-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,2,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e38,16-11-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e39,16-11-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e3a,16-11-2019 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,1,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e3b,16-11-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,1,0,3,1,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e3c,16-11-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e3d,16-11-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e3e,16-11-2019 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e3f,16-11-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e40,16-12-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e41,16-12-2018 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e42,16-12-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e43,16-12-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e44,16-12-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e45,16-12-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e46,17-01-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e47,17-01-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e48,17-01-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e49,17-01-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e4a,17-01-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e4b,17-01-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e4c,17-01-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e4d,17-01-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,4,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e4e,17-01-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e4f,17-01-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e50,17-01-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e51,17-01-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e52,17-02-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6e53,17-02-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,2,4,0,#8DA71E
