FID,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,couleur
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69b7,08-03-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69b8,08-03-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69b9,08-03-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69ba,08-04-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69bb,08-04-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69bc,08-04-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69bd,08-04-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69be,08-04-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69bf,08-04-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c0,08-04-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c1,08-04-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,4,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c2,08-04-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c3,08-04-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,4,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c4,08-04-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c5,08-04-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c6,08-05-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c7,08-05-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c8,08-05-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69c9,08-05-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,3,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69ca,08-05-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69cb,08-05-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69cc,08-05-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69cd,08-05-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69ce,08-05-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69cf,08-05-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d0,08-05-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d1,08-05-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d2,08-06-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d3,08-06-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d4,08-06-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d5,08-06-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d6,08-06-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d7,08-06-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d8,08-06-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69d9,08-06-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69da,08-06-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69db,08-06-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69dc,08-06-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69dd,08-06-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69de,08-07-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69df,08-07-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e0,08-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,1,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e1,08-07-2018 00:00:00,7,Médiocre,AtmoSud,commune,13055,Marseille,2,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e2,08-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,2,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e3,08-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,1,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e4,08-07-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e5,08-07-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e6,08-07-2019 00:00:00,7,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,1,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e7,08-07-2019 00:00:00,8,Mauvais,AtmoSud,commune,13055,Marseille,2,0,8,4,0,#E31E25
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e8,08-07-2019 00:00:00,7,Médiocre,AtmoSud,commune,83137,Toulon,2,0,7,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69e9,08-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,1,0,6,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69ea,08-08-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69eb,08-08-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69ec,08-08-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69ed,08-08-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69ee,08-08-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69ef,08-08-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f0,08-08-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f1,08-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f2,08-08-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f3,08-08-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f4,08-08-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f5,08-08-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f6,08-09-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f7,08-09-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f8,08-09-2018 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,2,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69f9,08-09-2018 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,2,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69fa,08-09-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69fb,08-09-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,3,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69fc,08-09-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69fd,08-09-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69fe,08-09-2019 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_69ff,08-09-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a00,08-09-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a01,08-09-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a02,08-10-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a03,08-10-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a04,08-10-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a05,08-10-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a06,08-10-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a07,08-10-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,2,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a08,08-10-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a09,08-10-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a0a,08-10-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a0b,08-10-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a0c,08-10-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a0d,08-10-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a0e,08-11-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a0f,08-11-2018 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a10,08-11-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a11,08-11-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a12,08-11-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a13,08-11-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a14,08-11-2019 00:00:00,2,Très bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,2,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a15,08-11-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,1,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a16,08-11-2019 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a17,08-11-2019 00:00:00,2,Très bon,AtmoSud,commune,13055,Marseille,1,0,2,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a18,08-11-2019 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a19,08-11-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a1a,08-12-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a1b,08-12-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a1c,08-12-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a1d,08-12-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a1e,08-12-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a1f,08-12-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a20,09-01-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a21,09-01-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,4,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a22,09-01-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a23,09-01-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a24,09-01-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,4,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a25,09-01-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a26,09-01-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a27,09-01-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a28,09-01-2019 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a29,09-01-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a2a,09-01-2019 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a2b,09-01-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a2c,09-02-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a2d,09-02-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a2e,09-02-2018 00:00:00,7,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,3,0,2,7,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a2f,09-02-2018 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,3,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a30,09-02-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,3,0,3,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a31,09-02-2018 00:00:00,7,Médiocre,AtmoSud,commune,84007,Avignon,3,0,2,7,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a32,09-02-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a33,09-02-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a34,09-02-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,4,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a35,09-02-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,4,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a36,09-02-2019 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,3,0,3,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a37,09-02-2019 00:00:00,7,Médiocre,AtmoSud,commune,84007,Avignon,3,0,3,7,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a38,09-03-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a39,09-03-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a3a,09-03-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a3b,09-03-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a3c,09-03-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a3d,09-03-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,4,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a3e,09-03-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a3f,09-03-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a40,09-03-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a41,09-03-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a42,09-03-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a43,09-03-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a44,09-04-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a45,09-04-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a46,09-04-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a47,09-04-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a48,09-04-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a49,09-04-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a4a,09-04-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a4b,09-04-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a4c,09-04-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,4,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a4d,09-04-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,4,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e76ed4553_6a4e,09-04-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,5,3,0,#F4B638
