trip_id,contract_company_id,exec_company_id
LR112A1|20181112|7,77,77
LR112R1|20181112|1,77,77
LR112R1|20181112|3,77,77
LR112R1|20181112|4,77,77
LR112R1|20181112|5,77,77
LR112R1|20181112|6,77,77
LR112R1|20181112|7,77,77
LR116A1|20181112|1,77,77
LR116A1|20181112|2,77,77
LR116A1|20181112|3,77,77
LR116A1|20181112|4,77,77
LR116A1|20181112|5,77,77
LR116A2|20181116|1,77,77
LR116R1|20181112|1,77,77
LR116R1|20181112|2,77,77
LR116R1|20181112|3,77,77
LR116R1|20181112|4,77,77
LR116R2|20080131|1,77,77
LR116R2|20080131|4,77,77
LR200A1|20180101|1,77,77
LR200A1|20180101|10,77,77
LR200A1|20180101|100,77,77
LR200A1|20180101|101,77,77
LR200A1|20180101|102,77,77
LR200A1|20180101|103,77,77
LR200A1|20180101|104,77,77
LR200A1|20180101|105,77,77
LR200A1|20180101|106,77,77
LR200A1|20180101|107,77,77
LR200A1|20180101|108,77,77
LR200A1|20180101|109,77,77
LR200A1|20180101|11,77,77
LR200A1|20180101|110,77,77
LR200A1|20180101|111,77,77
LR200A1|20180101|112,77,77
LR200A1|20180101|113,77,77
LR200A1|20180101|114,77,77
LR200A1|20180101|115,77,77
LR200A1|20180101|116,77,77
LR200A1|20180101|117,77,77
LR200A1|20180101|118,77,77
LR200A1|20180101|119,77,77
LR200A1|20180101|12,77,77
LR200A1|20180101|120,77,77
LR200A1|20180101|121,77,77
LR200A1|20180101|122,77,77
LR200A1|20180101|123,77,77
LR200A1|20180101|124,77,77
LR200A1|20180101|125,77,77
LR200A1|20180101|126,77,77
LR200A1|20180101|127,77,77
LR200A1|20180101|128,77,77
LR200A1|20180101|129,77,77
LR200A1|20180101|13,77,77
LR200A1|20180101|130,77,77
LR200A1|20180101|131,77,77
LR200A1|20180101|132,77,77
LR200A1|20180101|133,77,77
LR200A1|20180101|134,77,77
LR200A1|20180101|14,77,77
LR200A1|20180101|15,77,77
LR200A1|20180101|16,77,77
LR200A1|20180101|17,77,77
LR200A1|20180101|18,77,77
LR200A1|20180101|19,77,77
LR200A1|20180101|2,77,77
LR200A1|20180101|20,77,77
LR200A1|20180101|21,77,77
LR200A1|20180101|22,77,77
LR200A1|20180101|23,77,77
LR200A1|20180101|24,77,77
LR200A1|20180101|25,77,77
LR200A1|20180101|27,77,77
LR200A1|20180101|28,77,77
LR200A1|20180101|29,77,77
LR200A1|20180101|3,77,77
LR200A1|20180101|30,77,77
LR200A1|20180101|31,77,77
LR200A1|20180101|32,77,77
LR200A1|20180101|33,77,77
LR200A1|20180101|34,77,77
LR200A1|20180101|35,77,77
LR200A1|20180101|36,77,77
LR200A1|20180101|37,77,77
LR200A1|20180101|38,77,77
LR200A1|20180101|39,77,77
LR200A1|20180101|4,77,77
LR200A1|20180101|40,77,77
LR200A1|20180101|41,77,77
LR200A1|20180101|42,77,77
LR200A1|20180101|43,77,77
LR200A1|20180101|44,77,77
LR200A1|20180101|45,77,77
LR200A1|20180101|46,77,77
LR200A1|20180101|47,77,77
LR200A1|20180101|48,77,77
LR200A1|20180101|49,77,77
LR200A1|20180101|5,77,77
LR200A1|20180101|50,77,77
LR200A1|20180101|51,77,77
LR200A1|20180101|52,77,77
LR200A1|20180101|53,77,77
LR200A1|20180101|54,77,77
LR200A1|20180101|55,77,77
LR200A1|20180101|56,77,77
LR200A1|20180101|57,77,77
LR200A1|20180101|58,77,77
LR200A1|20180101|59,77,77
LR200A1|20180101|6,77,77
LR200A1|20180101|60,77,77
LR200A1|20180101|61,77,77
LR200A1|20180101|62,77,77
LR200A1|20180101|63,77,77
LR200A1|20180101|64,77,77
LR200A1|20180101|65,77,77
LR200A1|20180101|66,77,77
LR200A1|20180101|67,77,77
LR200A1|20180101|68,77,77
LR200A1|20180101|69,77,77
LR200A1|20180101|7,77,77
LR200A1|20180101|70,77,77
LR200A1|20180101|71,77,77
LR200A1|20180101|72,77,77
LR200A1|20180101|73,77,77
LR200A1|20180101|74,77,77
LR200A1|20180101|75,77,77
LR200A1|20180101|76,77,77
LR200A1|20180101|77,77,77
LR200A1|20180101|78,77,77
LR200A1|20180101|79,77,77
LR200A1|20180101|8,77,77
LR200A1|20180101|80,77,77
LR200A1|20180101|81,77,77
LR200A1|20180101|82,77,77
LR200A1|20180101|83,77,77
LR200A1|20180101|84,77,77
LR200A1|20180101|85,77,77
LR200A1|20180101|86,77,77
LR200A1|20180101|87,77,77
LR200A1|20180101|88,77,77
LR200A1|20180101|89,77,77
LR200A1|20180101|9,77,77
LR200A1|20180101|90,77,77
LR200A1|20180101|91,77,77
LR200A1|20180101|92,77,77
LR200A1|20180101|93,77,77
LR200A1|20180101|94,77,77
LR200A1|20180101|95,77,77
LR200A1|20180101|96,77,77
LR200A1|20180101|97,77,77
LR200A1|20180101|98,77,77
LR200A1|20180101|99,77,77
LR200A2|20181018|1,77,77
LR200A2|20181018|10,77,77
LR200A2|20181018|101,77,77
LR200A2|20181018|103,77,77
LR200A2|20181018|104,77,77
LR200A2|20181018|107,77,77
LR200A2|20181018|108,77,77
LR200A2|20181018|110,77,77
LR200A2|20181018|111,77,77
LR200A2|20181018|113,77,77
LR200A2|20181018|114,77,77
LR200A2|20181018|115,77,77
LR200A2|20181018|116,77,77
LR200A2|20181018|117,77,77
LR200A2|20181018|118,77,77
LR200A2|20181018|119,77,77
LR200A2|20181018|12,77,77
LR200A2|20181018|120,77,77
LR200A2|20181018|121,77,77
LR200A2|20181018|122,77,77
LR200A2|20181018|123,77,77
LR200A2|20181018|124,77,77
LR200A2|20181018|125,77,77
LR200A2|20181018|126,77,77
LR200A2|20181018|127,77,77
LR200A2|20181018|128,77,77
LR200A2|20181018|129,77,77
LR200A2|20181018|13,77,77
LR200A2|20181018|130,77,77
LR200A2|20181018|131,77,77
LR200A2|20181018|132,77,77
LR200A2|20181018|133,77,77
LR200A2|20181018|134,77,77
LR200A2|20181018|135,77,77
LR200A2|20181018|136,77,77
LR200A2|20181018|137,77,77
LR200A2|20181018|138,77,77
LR200A2|20181018|139,77,77
LR200A2|20181018|14,77,77
LR200A2|20181018|140,77,77
LR200A2|20181018|141,77,77
LR200A2|20181018|142,77,77
LR200A2|20181018|143,77,77
LR200A2|20181018|144,77,77
LR200A2|20181018|145,77,77
LR200A2|20181018|146,77,77
LR200A2|20181018|147,77,77
LR200A2|20181018|148,77,77
LR200A2|20181018|149,77,77
LR200A2|20181018|150,77,77
LR200A2|20181018|151,77,77
LR200A2|20181018|152,77,77
LR200A2|20181018|154,77,77
LR200A2|20181018|155,77,77
LR200A2|20181018|156,77,77
LR200A2|20181018|157,77,77
LR200A2|20181018|158,77,77
LR200A2|20181018|159,77,77
LR200A2|20181018|16,77,77
LR200A2|20181018|160,77,77
LR200A2|20181018|161,77,77
LR200A2|20181018|162,77,77
LR200A2|20181018|163,77,77
LR200A2|20181018|164,77,77
LR200A2|20181018|165,77,77
LR200A2|20181018|166,77,77
LR200A2|20181018|167,77,77
LR200A2|20181018|168,77,77
LR200A2|20181018|169,77,77
LR200A2|20181018|17,77,77
LR200A2|20181018|170,77,77
LR200A2|20181018|171,77,77
LR200A2|20181018|172,77,77
LR200A2|20181018|174,77,77
LR200A2|20181018|175,77,77
LR200A2|20181018|176,77,77
LR200A2|20181018|177,77,77
LR200A2|20181018|178,77,77
LR200A2|20181018|179,77,77
LR200A2|20181018|18,77,77
LR200A2|20181018|180,77,77
LR200A2|20181018|181,77,77
LR200A2|20181018|182,77,77
LR200A2|20181018|183,77,77
LR200A2|20181018|184,77,77
LR200A2|20181018|185,77,77
LR200A2|20181018|186,77,77
LR200A2|20181018|187,77,77
LR200A2|20181018|188,77,77
LR200A2|20181018|189,77,77
LR200A2|20181018|2,77,77
LR200A2|20181018|21,77,77
LR200A2|20181018|22,77,77
LR200A2|20181018|26,77,77
LR200A2|20181018|27,77,77
LR200A2|20181018|3,77,77
LR200A2|20181018|30,77,77
LR200A2|20181018|32,77,77
LR200A2|20181018|35,77,77
LR200A2|20181018|37,77,77
LR200A2|20181018|38,77,77
LR200A2|20181018|4,77,77
LR200A2|20181018|41,77,77
LR200A2|20181018|5,77,77
LR200A2|20181018|58,77,77
LR200A2|20181018|6,77,77
LR200A2|20181018|60,77,77
LR200A2|20181018|63,77,77
LR200A2|20181018|65,77,77
LR200A2|20181018|68,77,77
LR200A2|20181018|70,77,77
LR200A2|20181018|73,77,77
LR200A2|20181018|75,77,77
LR200A2|20181018|78,77,77
LR200A2|20181018|8,77,77
LR200A2|20181018|80,77,77
LR200A2|20181018|83,77,77
LR200A2|20181018|87,77,77
LR200A2|20181018|89,77,77
LR200A2|20181018|9,77,77
LR200A2|20181018|92,77,77
LR200A2|20181018|94,77,77
LR200A2|20181018|96,77,77
LR200A2|20181018|98,77,77
LR200NA|20181115|1,77,77
LR200NA|20181115|2,77,77
LR200NA|20181115|3,77,77
LR200NA|20181115|4,77,77
LR200NR|20181115|1,77,77
LR200NR|20181115|2,77,77
LR200NR|20181115|3,77,77
LR200NR|20181115|4,77,77
LR200R1|20181018|1,77,77
LR200R1|20181018|10,77,77
LR200R1|20181018|100,77,77
LR200R1|20181018|101,77,77
LR200R1|20181018|102,77,77
LR200R1|20181018|103,77,77
LR200R1|20181018|104,77,77
LR200R1|20181018|105,77,77
LR200R1|20181018|106,77,77
LR200R1|20181018|107,77,77
LR200R1|20181018|108,77,77
LR200R1|20181018|109,77,77
LR200R1|20181018|11,77,77
LR200R1|20181018|110,77,77
LR200R1|20181018|111,77,77
LR200R1|20181018|112,77,77
LR200R1|20181018|113,77,77
LR200R1|20181018|114,77,77
LR200R1|20181018|115,77,77
LR200R1|20181018|116,77,77
LR200R1|20181018|117,77,77
LR200R1|20181018|118,77,77
LR200R1|20181018|119,77,77
LR200R1|20181018|12,77,77
LR200R1|20181018|120,77,77
LR200R1|20181018|121,77,77
LR200R1|20181018|122,77,77
LR200R1|20181018|123,77,77
LR200R1|20181018|124,77,77
LR200R1|20181018|125,77,77
LR200R1|20181018|126,77,77
LR200R1|20181018|127,77,77
LR200R1|20181018|128,77,77
LR200R1|20181018|129,77,77
LR200R1|20181018|13,77,77
LR200R1|20181018|130,77,77
LR200R1|20181018|131,77,77
LR200R1|20181018|132,77,77
LR200R1|20181018|14,77,77
LR200R1|20181018|15,77,77
LR200R1|20181018|16,77,77
LR200R1|20181018|17,77,77
LR200R1|20181018|18,77,77
LR200R1|20181018|19,77,77
LR200R1|20181018|2,77,77
LR200R1|20181018|20,77,77
LR200R1|20181018|21,77,77
LR200R1|20181018|22,77,77
LR200R1|20181018|23,77,77
LR200R1|20181018|24,77,77
LR200R1|20181018|25,77,77
LR200R1|20181018|26,77,77
LR200R1|20181018|27,77,77
LR200R1|20181018|28,77,77
LR200R1|20181018|29,77,77
LR200R1|20181018|3,77,77
LR200R1|20181018|30,77,77
LR200R1|20181018|31,77,77
LR200R1|20181018|32,77,77
LR200R1|20181018|33,77,77
LR200R1|20181018|34,77,77
LR200R1|20181018|35,77,77
LR200R1|20181018|36,77,77
LR200R1|20181018|37,77,77
LR200R1|20181018|38,77,77
LR200R1|20181018|39,77,77
LR200R1|20181018|4,77,77
LR200R1|20181018|40,77,77
LR200R1|20181018|41,77,77
LR200R1|20181018|42,77,77
LR200R1|20181018|43,77,77
LR200R1|20181018|44,77,77
LR200R1|20181018|45,77,77
LR200R1|20181018|46,77,77
LR200R1|20181018|47,77,77
LR200R1|20181018|48,77,77
LR200R1|20181018|49,77,77
LR200R1|20181018|5,77,77
LR200R1|20181018|50,77,77
LR200R1|20181018|51,77,77
LR200R1|20181018|52,77,77
LR200R1|20181018|53,77,77
LR200R1|20181018|54,77,77
LR200R1|20181018|55,77,77
LR200R1|20181018|56,77,77
LR200R1|20181018|57,77,77
LR200R1|20181018|58,77,77
LR200R1|20181018|59,77,77
LR200R1|20181018|6,77,77
LR200R1|20181018|60,77,77
LR200R1|20181018|61,77,77
LR200R1|20181018|62,77,77
LR200R1|20181018|63,77,77
LR200R1|20181018|64,77,77
LR200R1|20181018|65,77,77
LR200R1|20181018|66,77,77
LR200R1|20181018|67,77,77
LR200R1|20181018|68,77,77
LR200R1|20181018|69,77,77
LR200R1|20181018|7,77,77
LR200R1|20181018|70,77,77
LR200R1|20181018|71,77,77
LR200R1|20181018|72,77,77
LR200R1|20181018|73,77,77
LR200R1|20181018|74,77,77
LR200R1|20181018|75,77,77
LR200R1|20181018|76,77,77
LR200R1|20181018|77,77,77
LR200R1|20181018|78,77,77
LR200R1|20181018|79,77,77
LR200R1|20181018|8,77,77
LR200R1|20181018|80,77,77
LR200R1|20181018|81,77,77
LR200R1|20181018|82,77,77
LR200R1|20181018|83,77,77
LR200R1|20181018|84,77,77
LR200R1|20181018|85,77,77
LR200R1|20181018|86,77,77
LR200R1|20181018|87,77,77
LR200R1|20181018|88,77,77
LR200R1|20181018|89,77,77
LR200R1|20181018|9,77,77
LR200R1|20181018|90,77,77
LR200R1|20181018|91,77,77
LR200R1|20181018|92,77,77
LR200R1|20181018|93,77,77
LR200R1|20181018|94,77,77
LR200R1|20181018|95,77,77
LR200R1|20181018|96,77,77
LR200R1|20181018|97,77,77
LR200R1|20181018|98,77,77
LR200R1|20181018|99,77,77
LR200R2|20181018|1,77,77
LR200R2|20181018|10,77,77
LR200R2|20181018|100,77,77
LR200R2|20181018|101,77,77
LR200R2|20181018|102,77,77
LR200R2|20181018|103,77,77
LR200R2|20181018|104,77,77
LR200R2|20181018|105,77,77
LR200R2|20181018|106,77,77
LR200R2|20181018|107,77,77
LR200R2|20181018|108,77,77
LR200R2|20181018|11,77,77
LR200R2|20181018|110,77,77
LR200R2|20181018|111,77,77
LR200R2|20181018|112,77,77
LR200R2|20181018|114,77,77
LR200R2|20181018|115,77,77
LR200R2|20181018|116,77,77
LR200R2|20181018|117,77,77
LR200R2|20181018|118,77,77
LR200R2|20181018|119,77,77
LR200R2|20181018|12,77,77
LR200R2|20181018|120,77,77
LR200R2|20181018|121,77,77
LR200R2|20181018|122,77,77
LR200R2|20181018|123,77,77
LR200R2|20181018|124,77,77
LR200R2|20181018|126,77,77
LR200R2|20181018|127,77,77
LR200R2|20181018|128,77,77
LR200R2|20181018|129,77,77
LR200R2|20181018|13,77,77
LR200R2|20181018|130,77,77
LR200R2|20181018|131,77,77
LR200R2|20181018|132,77,77
LR200R2|20181018|133,77,77
LR200R2|20181018|134,77,77
LR200R2|20181018|135,77,77
LR200R2|20181018|136,77,77
LR200R2|20181018|139,77,77
LR200R2|20181018|14,77,77
LR200R2|20181018|143,77,77
LR200R2|20181018|144,77,77
LR200R2|20181018|145,77,77
LR200R2|20181018|146,77,77
LR200R2|20181018|147,77,77
LR200R2|20181018|149,77,77
LR200R2|20181018|153,77,77
LR200R2|20181018|156,77,77
LR200R2|20181018|158,77,77
LR200R2|20181018|159,77,77
LR200R2|20181018|16,77,77
LR200R2|20181018|160,77,77
LR200R2|20181018|161,77,77
LR200R2|20181018|162,77,77
LR200R2|20181018|163,77,77
LR200R2|20181018|164,77,77
LR200R2|20181018|165,77,77
LR200R2|20181018|166,77,77
LR200R2|20181018|19,77,77
LR200R2|20181018|2,77,77
LR200R2|20181018|24,77,77
LR200R2|20181018|26,77,77
LR200R2|20181018|28,77,77
LR200R2|20181018|29,77,77
LR200R2|20181018|3,77,77
LR200R2|20181018|30,77,77
LR200R2|20181018|33,77,77
